X;Y;osm_id;type;name;brand;operator;wheelchair;opening_hours;level;siret;profession_ref;wikidata;website;phone;email;facebook;address;com_insee;com_nom
4.3972549;45.4404021004202;node/3937881902;art;Beluga;;;;;;;;;;;;;;42218;Saint-Étienne
4.3895003;45.4371054004206;node/9292786319;art;Yellow Corner;;;;"Tu-Sa 10:00-12:30,14:00-19:00; PH=off";;;;;;;;;1 Avenue de la Libération;42218;Saint-Étienne
4.3939633;45.4324065004212;node/2683655977;arts_centre;Le Local;;;;;;;;;;;;;;42218;Saint-Étienne
4.4190069;45.4359815004208;node/3467698382;association;Envie Loire Electroménager;;Envie;yes;Mo-Sa 10:00-19:00;;3,94E+13;;;https://loire.envie.org/;+33 4 77 33 35 23;envie.loire@envie.org;https://www.facebook.com/envie.loire;47 Rue Gauthier Dumont;42218;Saint-Étienne
4.3949467;45.4595066004179;node/4181475996;association;De La Ferme au Quartier;;;;;;;;;https://www.delafermeauquartier.org/;+33 4 77 73 15 08;;;2 Rue Bénévent;42218;Saint-Étienne
4.3591797;45.4792190004154;node/1755028650;baby_goods;Autour de Bébé;;;;;;;;;;;;;;42275;Saint-Priest-en-Jarez
4.3881643;45.4380999004205;node/4340779151;baby_goods;Vert Baudet;;;;;;;;;;;;;;42218;Saint-Étienne
4.386279;45.4375765004206;node/3623551735;bag;Au Cabas de France;;;;;;;;;;;;;;42218;Saint-Étienne
4.3892837;45.4357399004208;node/3920307502;bag;Simple Time;;;;;;;;;;;;;;42218;Saint-Étienne
4.3892433;45.4366507004207;node/5469045953;bag;Le Tanneur;;;;;;;;;;;;;;42218;Saint-Étienne
4.3894699;45.4363637004207;node/5469045956;bag;Pitaud Philios;;;;;;;;;;;;;;42218;Saint-Étienne
4.3902425;45.4356113004208;node/6822229375;bag;Alix;;;;;;;;;;;;;;42218;Saint-Étienne
4.42129243084599;45.4413916965201;way/1007838195;bag;Dalery;;;;;0;;;;;;;;;42218;Saint-Étienne
4.2561827;45.5249725004097;node/1315183539;bakery;Boulangerie;;;;"Su 07:00-12:30; Tu-Sa 07:00-19:00";;;;;;;;;;42005;Andrézieux-Bouthéon
4.4502558;45.4875861004144;node/1399515169;bakery;La Fourn�e divine;;;;"""Horaires affich�s quotidiennement sur la porte d'entr�e. A titre indicatif, jeudi 28 mars, �tait affich� 6 h - 13 h puis 15 h 30 - 19 h 30.""";;;;;;;;;;42302;Sorbiers
4.396389;45.4136176004235;node/1477603236;bakery;Le Fournil St Honor�;;;yes;05:00-20:00;;;;;;;;;;42218;Saint-Étienne
4.4503166;45.4885292004143;node/1584427188;bakery;Le Moulin de Sorbiers;;;;;;;;;;;;;2BIS Rue de la Flache;42302;Sorbiers
4.5352127;45.4836180004149;node/1591660618;bakery;Boulangerie Rouvet;;;;;;;;;;;;;81 Avenue Pasteur;42110;L'Horme
4.4320052;45.4806705004153;node/1729691930;bakery;Boulangerie-Patisserie Desorme;;;;"Su-Mo 07:00-13:00; TU-SA 06:30-19:00";;;;;;+33 4 77 53 61 74 ;;;33 Rue de la République;42305;La Talaudière
4.3803597;45.4470378004194;node/1732962702;bakery;Boulangerie artisanale;;;;;;;;;;;;;17 Rue de Montaud;42218;Saint-Etienne
4.3816961;45.44221680042;node/1734294743;bakery;Les P'tits Matins;;;;;;;;;;;;;20 Place Jacquard;42218;Saint-Etienne
4.3814547;45.44225070042;node/1734294750;bakery;Boulangerie-Patisserie;;;;;;;;;;;;;;42218;Saint-Etienne
4.3928785;45.418098300423;node/1745356122;bakery;Paul;Paul;;;Mo-We 08:00-20:00 Th 08:00 21:00 Fr 08:00-20:00 Sa 08:00-20:30;;;;Q3370417;;+33 4 77 57 22 83;;;80 Rue des Docteurs Charcot;42218;Saint-Etienne
4.3537378;45.4684715004168;node/1749779072;bakery;Le Moulin de Manon;;;;;;;;;;;;;1 Rue de la R�publique;42330;Villars
4.3544445;45.4684236004168;node/1749823883;bakery;Les patisseries de C�cile;;;;Tu-Sa 06:30-19:00 Su 06:30-17:00;;;;;;+33 4 77 74 65 36;;;9 rue de la R�publique ;42330;Villars
4.3871519;45.4388004004204;node/1769563628;bakery;La Mie C�line;La Mie C�line;;;Mo-Sa 07:00-20:00 Su 08:19:30;;;;Q3210704;;+33 4 77 46 69 21;;;8 place de l'h�tel de ville;42218;Saint-Étienne
4.5171569;45.466583600417;node/2067052194;bakery;Le petit quignon;;;;Mo-Sa 06:00-19:00 Su 06:00-13:00;;;;;;;;;80 rue du Pilat;42207;Saint-Chamond
4.5046172;45.4572866004182;node/2229197128;bakery;Aux D�lices d'Amandine;;;;Mo-Sa 07:00-19:00 Sa 07:00-13:00;;;395190929;;;;;;4 Place Louis Comte;42207;Saint-Chamond
4.5120879;45.4781619004156;node/2244917447;bakery;La Paneterie;;;;Tu-Sa 06:30-19:00 Su-Mo 06:30-12:30;;;;;;;;;10 Place de la Halle;42207;Saint-Chamond
4.5154356;45.4781544004156;node/2244935197;bakery;Boulangerie P�tisserie David BORY;;;;;;;;;;;;;9 Rue de la Charité;42207;Saint-Chamond
4.386243;45.4491673004192;node/2301153137;bakery;La Pause Boulange;;;;;;;;;;;;;;42218;Saint-Etienne
4.3851647;45.4458275004196;node/2518800839;bakery;Lapitchet;;;;;;;;;;;;;;42218;Saint-Etienne
4.3833066;45.4414465004201;node/2572990143;bakery;Patissier-Chocolatier;;;;;;;;;;;;;;42218;Saint-Etienne
4.518376;45.4784944004155;node/2630126755;bakery;Marie Blach�re;Marie Blach�re;;;;;;;Q62082410;;;;;8 Rue de la Réclusière;42207;Saint-Chamond
4.392573;45.4408041004202;node/2683124391;bakery;Boulangerie-P�tisserie;;;;"Mo, Tu, Th, Fr 08:00-13:45, 16:00-19:30; We 08:00-14:00; Sa 08:00-13:30";;;;;;;;;5 Place Paul Painlevé;42218;Saint-Étienne
4.3728514;45.4427362004199;node/2745607751;bakery;La Maison en Pain d'�pice;;;;Mo-Fr 07:00-13:30,16:00-19:00;;;;;;;;;;42218;Saint-Étienne
4.5192151;45.4752708004159;node/2814235129;bakery;Mille et Un D�lices;;;;;;;;;;;;;21BIS Rue Victor Hugo;42207;Saint-Chamond
4.3955953;45.4395868004203;node/2979366734;bakery;P�tissier-Chocolatier;;;;;;;;;;;;;;42218;Saint-Étienne
4.3831873;45.44249560042;node/3075288732;bakery;Boulangerie-P�tisserie;;;;;;;;;;;;;;42218;Saint-Étienne
4.5701911;45.5052233004122;node/3158769435;bakery;La Seiglerie;;;;;;;;;;;;;;42103;La Grand-Croix
4.5711651;45.506938500412;node/3158771091;bakery;Pascal Laurent;;;;;;;;;;;;;;42103;La Grand-Croix
4.572069;45.5081670004118;node/3158771097;bakery;Boulangerie La Valette;;;;;;;;;;;;;;42103;La Grand-Croix
4.4366922;45.4365683004207;node/3159176300;bakery;Au Pain;;;;;;;;;;;;;;42218;Saint-Étienne
4.3236414;45.3960135004256;node/3177917969;bakery;L'�pi d'Or;;;;;;;;;;;;;;42044;Le Chambon-Feugerolles
4.5103544;45.4763980004158;node/3210697996;bakery;A la Gerbe d'Or;;;;"Mo, Tu, Th, Fr 07:00-19:00; We 07:00-12:30, 14:45-19:00; Sa 07:00-12:30, 14:30-19:00";;;;;;;;;52 Rue de la République;42207;Saint-Chamond
4.4028629;45.4398992004203;node/3229782498;bakery;Boulangerie Patisserie L'Atelier Saint-Fran�ois;;;;"Tu-Sa 06:15-19:30; Su 06:15-13:30";;;;;;;;;;42218;Saint-Etienne
4.3851747;45.4414822004201;node/3294367973;bakery;Paul;Paul;;;Mo-Su 07:30-20:00;;;;Q3370417;http://www.paul.fr;;;;;42218;Saint-Etienne
4.3827532;45.4433500004199;node/3382792076;bakery;Le Grain d'Ellebore;;;;"Tu 07:30-19:00; Fr 07:30-19:00";;;;;http://www.boulangerie-pain-bio.com;+33 4 77 38 10 76;;;9 Rue Jules Ledin;42218;Saint-Etienne
4.3899686;45.4234004004223;node/3590490626;bakery;La Grignette;;;;"Mo-Sa 06:30-20:00; Su 07:00-13:30";;;;;;;;;;42218;Saint-Etienne
4.3915745;45.4231471004223;node/3617197245;bakery;Hedy;;;;;;;;;;;;;;42218;Saint-Etienne
4.3887594;45.4398230004203;node/3619441820;bakery;Boulangerie Les 4 Coins;;;;;;;;;;;;;;42218;Saint-Etienne
4.3861243;45.4433816004199;node/3621635479;bakery;Philippe Gras Boulanger;;;;;;;;;;;;;;42218;Saint-Etienne
4.5144231;45.474363000416;node/3664777701;bakery;Cal'Pain;;;;;;;;;;;;;8 Rue Victor Hugo;42207;Saint-Chamond
4.3877138;45.4476169004194;node/3666891331;bakery;Le Pétrin de Carnot;;;;;;;;;;;;;;42218;Saint-Etienne
4.3906138;45.4403297004202;node/3668529942;bakery;le croquant;;;;;;;;;;;;;;42218;Saint-Etienne
4.447374;45.4519088004188;node/3842863591;bakery;Boulangerie Pâtisserie A. Dupont;;;;"Mo-Sa 06:00-20:00; We off; Th off; Su 06:00-16:30";;;;;;;;;;42237;Saint-Jean-Bonnefonds
4.4473242;45.4517365004189;node/3842863595;bakery;Boulangerie Pâtisserie Blanc;;;;;;;;;;;;;;42237;Saint-Jean-Bonnefonds
4.3783713;45.4658732004171;node/3896861103;bakery;Au Bon Pain;;;;;;;;;;;;;;42218;Saint-Etienne
4.3896058;45.4363592004207;node/3900155240;bakery;Au Gruau Lorrain;;;;;;;;;;;;;;42218;Saint-Etienne
4.3889697;45.4414554004201;node/3923935781;bakery;Grain de Blé;;;;;;;;;;;;;;42218;Saint-Etienne
4.4086785;45.4236807004223;node/392671685;bakery;La manufacture de Jean;;;;"Mo-Fr 06:30-19:00; Sa 06:30-12:30";;;;;;;;;;42218;Saint-Etienne
4.3846683;45.4475565004194;node/3929037357;bakery;Maison Carnot;;;;;;;;;;;;;;42218;Saint-Etienne
4.3884294;45.4351497004209;node/3939256141;bakery;La Diligence;;;;Mo-Sa 07:00-19:30;;;;;;;;;;42218;Saint-Etienne
4.4859029;45.5440232004072;node/3989379269;bakery;Boulangerie Couzon;;;;"Tu-Sa 06:30-13:00,15:00-19:00; Su 06:30-13:00";;;;;https://www.patisserie-couzon.com;33477208503;contact@patisserie-couzon.com;;5 Rue de la Mairie;42208;Saint-Christo-en-Jarez
4.3894461;45.4308102004214;node/4187635675;bakery;Au pain du coin;;;;;;;;;;;;;;42218;Saint-Étienne
4.4315605;45.4446288004197;node/4204898989;bakery;Boulangerie Pâtisserie Arsac-Chanin;;;;;;;;;;;;;;42237;Saint-Jean-Bonnefonds
4.434502;45.4473857004194;node/4204907389;bakery;Boulangerie Saint-Jeandaire;;;;;;;;;;;;;;42237;Saint-Jean-Bonnefonds
4.3868038;45.4401047004203;node/4214038813;bakery;Le Point du Jour;;;;;;;;;;;;;;42218;Saint-Étienne
4.3825382;45.4346111004209;node/4235453272;bakery;Boulangerie-Pâtisserie;;;;;;;;;;;;;;42218;Saint-Étienne
4.4024887;45.4290222004216;node/4436211467;bakery;Au Pain d'Autrefois;;;;;;;;;;;;;;42218;Saint-Étienne
4.5143165;45.4693258004167;node/4977338343;bakery;Au p�ch� mignon;;;;"Tu-Sa 06:00-19:15; Su 06:00-13:00";;;;;;+33 4 77 22 07 33;;;60 Rue du Pilat;42207;Saint-Chamond
4.4179857;45.4182227004229;node/505435451;bakery;Boulangerie Crestey;;;;;;;;;;;;;;42218;Saint-Étienne
4.3733592;45.4715086004164;node/5148047904;bakery;Pain d'�pices;;;;"Mo-Fr 06:00-19:30; Sa 06:00-13:00";;;;;;;;;;42275;Saint-Priest-en-Jarez
4.4379522;45.4361190004208;node/5469033290;bakery;Les Cinq Étoiles;;;;;;;;;;;;;;42218;Saint-Étienne
4.3819473;45.4595250004179;node/5553401823;bakery;Mie & Moi;;;;;;;;;;;;;;42218;Saint-Étienne
4.3906665;45.4350024004209;node/5569752894;bakery;L’Aube;;;;Tu-Sa 07:00-19:30;;;;;;;;;;42218;Saint-Étienne
4.3887793;45.4370205004207;node/5669867874;bakery;Paul;Paul;;;;;;;Q3370417;;;;;;42218;Saint-Étienne
4.3228063;45.4333400004211;node/5669989024;bakery;Les Folies Sucr�es;;;;;;;;;;;;;;42189;Roche-la-Molière
4.5080145;45.4753672004159;node/5673566450;bakery;Boulangerie Banette;;Bernard Freyssinet;;;;;;;;;;;13 Rue Alsace Lorraine;42207;Saint-Chamond
4.5102511;45.4770811004157;node/5676059892;bakery;Au pain d'autrefois;;Saad Aloui;;;;;;;;;;;2 Boulevard François Delay;42207;Saint-Chamond
4.5090365;45.474367400416;node/5707600423;bakery;Boulangerie Patisserie Fauvet;;;;;;;;;;;;;32 Place de la Liberté;42207;Saint-Chamond
4.5089207;45.4752464004159;node/5707600431;bakery;Boulangerie Banette - A la Brioche Royale;;;;;;;;;;;;;7 Place Dorian;42207;Saint-Chamond
4.509239;45.4755238004159;node/5730147692;bakery;L'artisan Dorian;;;;;;;;;;;;;3 Place Dorian;42207;Saint-Chamond
4.3900938;45.4293891004216;node/5739156371;bakery;Coeur de Graine;;;;"Mo-Fr 07:00-14:00, 16:00-19:00; Sa 07:00-13:00";;;;;;;;;;42218;Saint-Étienne
4.512268;45.4774163004157;node/5863873853;bakery;Boulangerie Pâtisserie Laporte;;Jean-Michel Laporte;;;;;;;;;;;6 Rue Ventefol;42207;Saint-Chamond
4.4194378;45.4256458004221;node/5906576435;bakery;Boulangerie Marie Blachère;Marie Blachère;;;;;;;Q62082410;;;;;;42218;Saint-Étienne
4.3805042;45.4616275004176;node/5923685705;bakery;La Boulange de Bergson;;;;;;;;;;;;;;42218;Saint-Étienne
4.510282;45.4718005004164;node/5961075756;bakery;Pom' de Pain;;;;;;;;;;;;;12 Cours Adrien de Montgolfier;42207;Saint-Chamond
4.3792869;45.466428900417;node/6027364723;bakery;Ronde des Pains;;;;;;;;;;;;;;42275;Saint-Priest-en-Jarez
4.2869406;45.5353189004084;node/6106785726;bakery;Maison Fariner;;;;;;;;;http://www.fariner.fr;33477791075;;https://www.facebook.com/fariner.fr/;;42005;Andrézieux-Bouthéon
4.4037003;45.4391924004204;node/6140671201;bakery;Boulangerie Patisserie L'Artisan Saint-François;;;;;;;;;;;;;;42218;Saint-Étienne
4.5204668;45.4759215004158;node/6173242056;bakery;BL Artisanale;;;;;;;;;;;;;23 Rue Victor Hugo;42207;Saint-Chamond
4.5418089;45.483176600415;node/6296300112;bakery;Au Blé d'Or;;;;Tu-Su 06:30-18:30;;;;;;;;;11 Boulevard Saint-Paul;42110;L'Horme
4.3845443;45.4362310004207;node/6318089939;bakery;Mas D�lices;;;;;;;;;;;;;;42218;Saint-Étienne
4.3963129;45.4392164004204;node/6341209049;bakery;O' Blé Doré;;;;;;;;;;;;;;42218;Saint-Étienne
4.3336415;45.4460905004195;node/6354126991;bakery;Boulangerie & Gourmandises;;;;"Mo-Fr 06:30-19:30; Sa 06:30-13:00";;;;;;;;;;42223;Saint-Genest-Lerpt
4.4215934;45.4200152004227;node/6370502742;bakery;Boulangerie Tasnim;;;;;;;;;;;;;;42218;Saint-Étienne
4.5000458;45.4672774004169;node/6506049966;bakery;Boulangerie Réocreux;;;;Mo-Fr 06:30-19:00;;;;;;+33 4 77 19 60 50;;;13BIS Route de Saint-Étienne;42207;Saint-Chamond
4.3882022;45.4313258004214;node/6512785792;bakery;My-boulangerie.com;;;;"Tu 07:00-13:30, 16:00-19:30; We-Fr 07:00-19:30; Sa, Su 07:00-13:00";;;;;;;;;;42218;Saint-Étienne
4.3928942;45.4145699004234;node/661222760;bakery;Fariner;;;;;;;;;;;;;3 rue Gabriel Péri;42218;Saint-Étienne
4.3279327;45.5433171004073;node/6733382440;bakery;L'oule de blé;;;;;;;;;;;;;196 Allée du Bourg;42206;Saint-Bonnet-les-Oules
4.3838797;45.4360948004208;node/6781214239;bakery;Fournil de l'orient;;;;;;;;;;;;;;42218;Saint-Étienne
4.5055726;45.4592715004179;node/6801689255;bakery;Derbi;;;;;;;;;;;;;139 Rue Pétin Gaudet;42207;Saint-Chamond
4.6687563;45.5543523004059;node/6855595474;bakery;1 pain sans miett';;;;"Mo, Tu, Th, Fr 06:30-12:30, 15:30-18:30; Sa, Su 06:30-12:30";;;;;;;;;;42307;Tartaras
4.5334535;45.482798700415;node/6926373290;bakery;Charlie;;;;;;;;;;;;;;42110;L'Horme
4.3938505;45.4296635004215;node/703830765;bakery;A. V. Creveys;;;;;;;;;;;;;;42218;Saint-Étienne
4.3902587;45.4539210004186;node/7049533360;bakery;Marmite & Pétrin;;;;;;;;;;;;;12 Rue Barrouin;42218;Saint-Étienne
4.3901977;45.4289620004216;node/7067220165;bakery;Lamigourmandii;;;;;;;;;;;;;;42218;Saint-Étienne
4.3931701;45.4348376004209;node/7089611625;bakery;Jousserand;;;;"Mo-Fr 06:00-19:00; Sa 06:00-18:00";;;;;;;;;;42218;Saint-Étienne
4.390583;45.4403357004203;node/7151653293;bakery;Keili;;;;;;;;;;;;;;42218;Saint-Étienne
4.3438985;45.4742929004161;node/7615657885;bakery;Brioche Dor�e;Brioche Dor�e;;;Mo-Sa 08:30-20:00;;3,19E+13;;Q2925606;https://www.briochedoree.fr/restaurants/132-villars-c.cial-auchan;+33 4 77 93 44 69;;;;42330;Villars
4.3920945;45.4374167004206;node/8583086357;bakery;La Lib�ration;;;;;;;;;;;;;;42218;Saint-Étienne
4.5437524;45.4866443004145;node/8686695547;bakery;Herv� Decombe;;Herv� Decombe;;;;;;;;;;;33 Avenue Pasteur;42110;L'Horme
4.4103324;45.4161790004232;node/877033178;bakery;Boulangerie du Moulin Rouge;;;;;;;;;;;;;;42218;Saint-Étienne
4.3734283;45.5297593004091;node/8827884600;bakery;La Boulange des Matrus;;;;;;;;;;;;;;42234;Saint-Héand
4.398743;45.4406949004202;node/8954006621;bakery;La grand'boulangerie;;;;;0;;;;;;;;;42218;Saint-Étienne
4.510946;45.474847200416;node/9155603965;bakery;Maison des délices;;;;;;;;;;;;;5 Rue du rivage;42207;Saint-Chamond
4.3855198;45.4361543004208;node/926618555;bakery;La Huche à Pain;;;;;;;;;;;;;;42218;Saint-Étienne
4.4893102;45.4597051004179;node/9355830475;bakery;Marie Blach�re;Marie Blach�re;;;;;;;Q62082410;;;;;;42207;Saint-Chamond
4.620805;45.5297133004091;node/9426093253;bakery;Thomas Le Boulanger;;;;;;;;;;;;;;42186;Rive-de-Gier
4.4353713;45.4935645004137;node/945223277;bakery;Boulangerie au Tr�sor du Pain;;;;;;;;;;;;;;42302;Sorbiers
4.59229755735791;45.5460159363608;way/145214220;bakery;Boulangerie;;;;;;;;;;+33 4 77 75 81 41;;;5 Rue 11 Novembre;42259;Saint-Martin-la-Plaine
4.41029225752929;45.421292993036;way/63294194;bakery;Farin�;;;;;;;;;;;;;;42218;Saint-Étienne
4.41551555857586;45.4333770649684;way/63300795;bakery;L'Atelier des Boulangers;;;;;;;;;;;;;;42218;Saint-Étienne
4.41677180286976;45.43433395238;way/63337302;bakery;Artisan boulanger de Montplaisir;;;;;;;;;;;;;;42218;Saint-Étienne
4.34983300128795;45.4826870805294;way/906863226;bakery;Ange;;;;;;;;;;;;;;42092;L'Étrat
4.3934692;45.418138200423;node/1172530186;bank;Société Générale;Société Générale;Société Générale;;;;;;Q270363;;;;;61 Rue des Docteurs Charcot;42218;Saint-Étienne
4.3935278;45.417871700423;node/1172530244;bank;CIC;CIC;CIC;;;;;;Q746525;;;;;;42218;Saint-Étienne
4.5301927;45.4737603004161;node/1339784307;bank;Crédit Agricole;Crédit Agricole;;;;;;;Q590952;;;;;6 Place de Savoie;42207;Saint-Chamond
4.2871309;45.3900368004263;node/1467425532;bank;CIC;CIC;;;;;;;Q746525;;;;;;42095;Firminy
4.2877177;45.3900042004263;node/1467425538;bank;Caisse d'Épargne;Caisse d'Épargne;;;;;;;Q1547738;;;;;;42095;Firminy
4.5431301;45.4863625004146;node/1492408808;bank;Caisse d'Épargne;Caisse d'Épargne;;;;;;;Q1547738;;;;;41 Avenue Pasteur;42110;L'Horme
4.3782644;45.4739933004161;node/1674632088;bank;;;;;;;;;;;;;;;42275;Saint-Priest-en-Jarez
4.38213;45.4412796004201;node/1690562675;bank;Crédit Agricole;Crédit Agricole;;;;;;;Q590952;;;;;;42218;Saint-Étienne
4.4319167;45.4806254004153;node/1729692981;bank;Société Générale;Société Générale;;;;;;;Q270363;;;;;31 Rue de la République;42305;La Talaudière
4.4334536;45.4808454004152;node/1729694461;bank;Caisse d'Épargne;Caisse d'Épargne;;;;;;;Q1547738;;;;;;42305;La Talaudière
4.3828227;45.4540958004185;node/1730819524;bank;Banque Populaire;Banque Populaire;;;;;;;Q846647;;;;;83 Rue Bergson;42218;Saint-Étienne
4.383341;45.4554501004184;node/1730819542;bank;LCL;LCL;;;;;;;Q779722;;;;;;42218;Saint-Étienne
4.3827395;45.4412265004201;node/1734269046;bank;Caisse d'Épargne;Caisse d'Épargne;;;;;;;Q1547738;;;;;;42218;Saint-Étienne
4.3925473;45.4226381004224;node/1745341693;bank;Banque Populaire;Banque Populaire;;;;;;;Q846647;;;;;Rue des Docteurs Charcot;42218;Saint-Étienne
4.3926313;45.4215012004226;node/1745343887;bank;Caisse d'Épargne;Caisse d'Épargne;;;;;;;Q1547738;;;;;13 Rue des Docteurs Charcot;42218;Saint-Étienne
4.3924185;45.4222164004225;node/1745349100;bank;Crédit Agricole;Crédit Agricole;;;;;;;Q590952;;;;;Rue des Docteurs Charcot;42218;Saint-Étienne
4.3925346;45.4217708004225;node/1745703975;bank;Crédit Mutuel Enseignants;Crédit Mutuel;;;;;;;Q642627;;;;;Rue des Docteurs Charcot;42218;Saint-Étienne
4.3536747;45.4681518004168;node/1749779056;bank;Caisse d'Épargne;Caisse d'Épargne;;;;;;;Q1547738;;;;;;42330;Villars
4.3537364;45.4687001004168;node/1749779068;bank;Banque Populaire;Banque Populaire;;;;;;;Q846647;;;;;;42330;Villars
4.4126117;45.4360651004208;node/1830668306;bank;Banque Populaire;Banque Populaire;;;;;;;Q846647;;;;;118 Rue Richelandière;42218;Saint-Étienne
4.4009104;45.4278981004218;node/1971541306;bank;;;Crédit Mutuel;;;;;;;;;;;;42218;Saint-Étienne
